DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
2018-11-30,101.7,VIC,101.0,102.0,97.5,1024240.0
2018-11-29,102.0,VIC,102.5,103.0,101.7,367130.0
2018-11-28,102.0,VIC,101.5,102.0,100.8,577600.0
2018-11-27,101.5,VIC,100.5,103.2,100.5,467400.0
2018-11-26,100.5,VIC,99.0,100.5,98.0,642520.0
2018-11-23,99.0,VIC,98.8,99.0,97.0,1055870.0
2018-11-22,98.0,VIC,97.2,98.0,96.5,1345610.0
2018-11-21,97.3,VIC,97.0,97.3,95.0,1609020.0
2018-11-20,97.2,VIC,94.7,97.2,94.7,1470120.0
2018-11-19,96.4,VIC,90.1,96.4,90.1,1553130.0
2018-11-16,90.1,VIC,91.7,92.5,89.8,895700.0
2018-11-15,91.7,VIC,94.7,94.7,90.9,689540.0
2018-11-14,94.7,VIC,93.6,95.1,93.4,450950.0
2018-11-13,93.3,VIC,94.8,95.0,93.3,598800.0
2018-11-12,95.9,VIC,95.8,96.0,95.5,720990.0
2018-11-09,95.9,VIC,95.0,96.0,95.0,602570.0
2018-11-08,96.0,VIC,96.0,96.6,95.8,383030.0
2018-11-07,96.0,VIC,96.3,96.3,94.3,608180.0
2018-11-06,95.8,VIC,96.0,96.5,95.4,597170.0
2018-11-05,96.0,VIC,96.0,96.5,95.1,664130.0
2018-11-02,96.0,VIC,95.6,96.7,95.5,1484060.0
2018-11-01,95.5,VIC,96.5,96.8,95.0,1225020.0
2018-10-31,97.2,VIC,95.6,97.2,95.6,582470.0
2018-10-30,96.6,VIC,95.5,97.3,95.5,452080.0
2018-10-29,97.2,VIC,95.5,97.7,95.0,643700.0
2018-10-26,96.4,VIC,96.2,98.0,95.7,653110.0
2018-10-25,96.8,VIC,96.7,98.2,94.6,404050.0
2018-10-24,98.8,VIC,98.0,99.5,97.5,681290.0
2018-10-23,99.0,VIC,98.1,99.0,96.5,608750.0
2018-10-22,99.1,VIC,98.1,99.6,97.1,536930.0
2018-10-19,99.1,VIC,96.5,99.1,96.5,915870.0
2018-10-18,99.1,VIC,98.5,99.2,98.0,896140.0
2018-10-17,99.0,VIC,98.6,99.6,98.2,1310430.0
2018-10-16,98.6,VIC,95.0,98.6,94.2,1290720.0
2018-10-15,95.5,VIC,96.0,96.7,94.0,720500.0
2018-10-12,96.0,VIC,93.0,97.5,92.8,1735640.0
2018-10-11,93.0,VIC,92.0,94.4,89.9,3276160.0
